;;;;;;;;;;;;;;;;;
;TIPO;ANO;LEI / NORMA;OBJETIVO;TEMA;"Aplic†vel Ö 
IP CREDENCIADOR";"Aplic†vel Ö 
IP EME";"Aplic†vel Ö 
IF SCD";"Aplic†vel Ö 
TAG";Aplic†vel Ö pelo menos uma das 4;OBSERVAÄ«O;BASE LEGAL;VIGOR;;;;
;Carta Circular BCB;dez/19;Carta Circular 3.991/19;Altera a Carta Circular nß 3.379, de 16 de fevereiro de 2009, que estabelece modelos de documentos necess†rios Ö instruá∆o, pelas administradoras de cons¢rcio, de processos relativos aos assuntos disciplinados pela Circular nß 3.433, de 3 de fevereiro de 2009, e a Carta Circular nß 3.598, de 23 de maio de 2013, que divulga modelos de documentos necess†rios Ö instruá∆o de processos de instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil, exceto administradoras de cons¢rcio, cooperativas de crÇdito, sociedades de crÇdito ao microempreendedor e Ö empresa de pequeno porte, nos termos da Circular nß 3.649, de 11 de maráo de 2013, e revoga dispositivos regulamentares que tratam da remessa do Mapa de Composiá∆o de Capital (MCC) de forma diversa da estabelecida pela Circular nß 3.941, de 23 de abril de 2019.;Administradora de Cons¢rcio;"Sim
Altera norma aplic†vel";"Sim
Altera norma aplic†vel";N∆o*;N∆o;Sim;"AlÇm de dispor a respeito de administradoras de cons¢rcio, a norma em quest∆o:
- Altera a Carta Circular 3.598/13, a qual divulga modelos de documentos necess†rios Ö instruá∆o de processos de constituiá∆o, autorizaá∆o para funcionamento, alteraá∆o de controle sociert†rio, aquisiá∆o de participaá∆o qualificada, expans∆o de participaá∆o qualificada, reorganizaá∆o societ†ria e cancelamento da autorizaá∆o para funcionamento de IFs e demais instituiá‰es autorizadas a funcionar pelo BCB, exceto as administradoras de cons¢rcio, cooperativas de crÇditoe sociedades de crÇdito ao microempreendedor e Ö empresa de pequeno porte, nos termos da Circular 3.649/13. 
- Revoga o inciso IX do art. 1ß da Carta Circular 3.897/18 (IP, IF) e o inciso VII do art. 1ß da Carta Circular 3.898/18 (SCD), todos estes dispositivos tratavam sobre o Documento Capef.

*Compliance - Luiza: SCDs que operem com moeda eletrìnica. / Acerca de IP CRED: entende como n∆o aplic†vel";"O Chefe do Departamento de Organizaá∆o do Sistema Financeiro (Deorf), no uso da atribuiá∆o que lhe conferem os arts. 23, inciso I, al°nea ?a?, e 96, inciso XII, do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, com base no art. 33 da Circular nß 3.433, de 3 de fevereiro de 2009, no art. 19 da Circular nß 3.649, de 11 de maráo de 2013, e no art. 43 da Circular nß 3.885, de 26 de maráo de 2018;";;;;;
;Circular BCB;dez/19;Circular 3.972/19;Altera a Circular nß 3.929, de 13 de fevereiro de 2019, que disp‰e sobre a apuraá∆o da base de c†lculo e sobre o recolhimento das contribuiá‰es das instituiá‰es associadas ao Fundo Garantidor de CrÇditos (FGC).;FGC;N∆o;N∆o;N∆o;N∆o;N∆o;"IPs e SCDs n∆o participam do FGC.

S∆o instituiá‰es associadas ao FGC; Bancos m£ltiplos; Bancos comerciais; Bancos de investimento; Bancos de desenvolvimento; Caixa Econìmica Federal;  As sociedades de crÇdito, financiamento e investimento;  Sociedades de crÇdito imobili†rio; Companhias hipotec†rias; Associaá‰es de poupanáa e emprÇstimo.";A Diretoria Colegiada do Banco Central do Brasil, em sess∆o realizada em 12 de dezembro de 2019, com base no art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, e tendo em vista as disposiá‰es da Resoluá∆o nß 4.222, de 23 de maio de 2013,;;;;;
;Carta Circular BCB;dez/19;Carta Circular 3.992/19;Divulga procedimentos a serem observados para a abertura de conta Reservas Banc†rias e de Conta de Liquidaá∆o, de que trata a Circular nß 3.438, de 2 de maráo de 2009, ou alteraá∆o de forma de acesso principal ao Sistema de Transferància de Reservas (STR).;STR - Conta de Liquidaá∆o;REVOGADA;REVOGADA;REVOGADA;REVOGADA;REVOGADA;Alpic†vel apenas Ös IPs e SCDS que abrirem conta de liquidaá∆o e participarem do STR.;O Chefe do Departamento de Operaá‰es Banc†rias e de Sistema de Pagamentos (Deban), substituto, no uso das atribuiá‰es conferidas pelo art. 23, inciso I, al°nea ?a?, do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, e tendo em conta o disposto no art. 7ß da Circular nß 3.438, de 2 de maráo de 2009, e nos arts. 5ß das Circulares nß 3.682 e nß 3.704, de 4 de novembro de 2013 e 24 de abril de 2014, respectivamente,;;;;;
;Circular BCB;dez/19;Circular 3.973/19;Altera a Circular nß 3.689, de 16 de dezembro de 2013, que regulamenta, no Émbito do Banco Central do Brasil, as disposiá‰es sobre o capital estrangeiro no Pa°s e sobre o capital brasileiro no exterior.;Capitais Brasileiros no Exterior (CBE);N∆o;N∆o;N∆o;;N∆o;; 2019, com base no disposto nos arts. 9ß, 10, inciso VII, e 11, inciso III, da Lei nß 4.595, de 31 de dezembro de 1964, e tendo em vista o disposto na Lei nß 4.131, de 3 de setembro de 1962, e no art. 9ß da Resoluá∆o nß 4.373, de 29 de setembro de 2014,;;;;;
;Circular BCB;dez/19;Circular 3.974/19;Altera a Circular nß 3.885, de 26 de maráo de 2018, que disp‰e sobre a autorizaá∆o para funcionamento e para prestaá∆o de serviáos de pagamento por instituiá‰es de pagamento, instituiá‰es financeiras e demais instituiá‰es autorizadas a funcionar pelo Banco Central do Brasil.;SPB;"Sim
Altera norma aplic†vel";"Sim
Altera norma aplic†vel";N∆o*;N∆o;Sim;"Para SCD: Aplic†vel apenas para SCDs que operem com moeda eletrìnica.

A norma define que, a partir de sua vigància:
(i) os emissores de instrumentos de pagamento p¢s-pagos (cart‰es de crÇdito), devem solicitar autorizaá∆o para prestar serviáo como credenciador no Émbito de qualquer outro arranjo que n∆o o seu pr¢prio; e
(ii) fica dispensada a apresentaá∆o de minuta de declaraá∆o de prop¢sito nos casos de transferància ou alteraá∆o de controle, ou cancelamento da autorizaá∆o para funcionamento.

No que se refere Ö dispensa do processo de autorizaá∆o, est∆o tambÇm dispensados, para atuaá∆o como emissor de instrumento de pagamento p¢s-pago, os bancos m£ltiplos com carteira de crÇdito, financiamento e investimento, esclarecendo-se que as instituiá‰es autorizadas a funcionar pelo Banco Central n∆o expressamente dispensadas devem solicitar a autorizaá∆o prÇvia.

AlÇm disso, outra mudanáa que merece  Ç a necessidade de todas as instituiá‰es autorizadas a funcionar pelo Banco Central (inclusive as Sociedades de EmprÇstimo entre Pessoas e as Sociedades de CrÇdito Direto) de, em adiá∆o ao capital m°nimo exigido na regulamentaá∆o espec°fica, integralizar os montantes de capital exigidos das instituiá‰es de pagamento. Por exemplo, as Sociedades de EmprÇstimo entre Pessoas e as Sociedades de CrÇdito Direto que tambÇm atuem como emissoras de moeda eletrìnica, dever∆o passar a observar capital m°nimo de R$ 3 milh‰es (e.g., R$ 2 milh‰es exigidos para atuar como instituiá∆o emissora de moeda eletrìnica somado a R$ 1 milh∆o exigido para atuar como Sociedade de EmprÇstimo entre Pessoas ou Sociedade de CrÇdito Direto). Para a adequaá∆o a essa mudanáa foi estabelecido um cronograma, com datas entre 2020 e 2023, a depender do caso.

Por fim, passar∆o a ser divulgadas ao p£blico, para apresentaá∆o de eventuais objeá‰es, determinadas informaá‰es acerca:
(a) dos integrantes do grupo de controle; 
(b) dos eleitos ou nomeados para os cargos de administraá∆o em instituiá‰es de pagamento; e 
(c) dos pedidos de cancelamento de autorizaá∆o para funcionamento. 
O prazo para apresentaá∆o das objeá‰es ser† de 15 ou 30 dias contados da data da divulgaá∆o, conforme o caso.";A Diretoria Colegiada do Banco Central do Brasil, em sess∆o realizada em 17 de dezembro de 2019, com base nos arts. 6ß, ıı 1ß e 4ß, e 9ß, incisos X e XIV, da Lei nß 12.865, de 9 de outubro de 2013, e tendo em vista o disposto na Resoluá∆o nß 4.282, de 4 de novembro de 2013,;;;;;
;Resoluá∆o CMN;dez/19;Resoluá∆o 4.766/19;Ajusta normas da Seá∆o 5 (Utilizaá∆o) do Cap°tulo 2 (Condiá‰es B†sicas) do Manual de CrÇdito Rural (MCR).;CrÇdito Rural;N∆o;N∆o;N∆o;N∆o;N∆o;Trata de crÇdito rural, produto n∆o ofertado. ;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 19 de dezembro de 2019, tendo em vista as disposiá‰es do art. 4ß, inciso VI, da Lei nß 4.595, de 1964, e dos arts. 4ß e 14 da Lei nß 4.829, de 5 de novembro de 1965,;;;;;
;Resoluá∆o CMN;dez/19;Resoluá∆o 4.767/19;Ajusta as normas do Programa de Garantia de Preáos para a Agricultura Familiar (PGPAF), no Émbito do Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf).;CrÇdito Rural;N∆o;N∆o;N∆o;N∆o;N∆o;;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 19 de dezembro de 2019, tendo em vista as disposiá‰es do art. 4ß, inciso VI, da Lei nß 4.595, de 1964, dos arts. 4ß e 14 da Lei nß 4.829, de 5 de novembro de 1965, do ı 4ß do art. 3ß da Lei nß 11.326, de 24 de julho de 2006, e do art. 5ß do Decreto nß 5.996, de 20 de dezembro de 2006,;;;;;
;Resoluá∆o CMN;dez/19;Resoluá∆o 4.768/19;Altera a Resoluá∆o nß 4.622, de 2 de janeiro de 2018, que disp‰e sobre metodologia de c†lculo dos encargos financeiros incidentes sobre os financiamentos de operaá‰es de crÇdito n∆o rural com recursos dos Fundos Constitucionais de Financiamento do Norte, do Nordeste e do Centro-Oeste, de que trata o art. 1ß-A da Lei nß 10.177, de 12 de janeiro de 2001.;Fundos Constituicionais de Financiamento;N∆o;N∆o;N∆o;N∆o;N∆o;;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 19 de dezembro de 2019, com base no disposto no ı 4ß do art. 1ß-A da Lei nß 10.177, de 12 de janeiro de 2001,;;;;;
;Resoluá∆o CMN;dez/19;Resoluá∆o 4.769/19;Altera o Regulamento anexo Ö Resoluá∆o nß 4.444, de 13 de novembro de 2015, que disciplina a aplicaá∆o dos recursos das reservas tÇcnicas, das provis‰es e dos fundos das sociedades seguradoras, das sociedades de capitalizaá∆o, das entidades abertas de previdància complementar e dos resseguradores locais, sobre as aplicaá‰es dos recursos exigidos no Pa°s para a garantia das obrigaá‰es de ressegurador admitido e sobre a carteira dos Fundos de Aposentadoria Programada Individual (Fapi).;Obrigaá‰es de Ressegurador;N∆o;N∆o;N∆o;N∆o;N∆o;;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 19 de dezembro de 2019, tendo em vista o disposto nos arts. 28 do Decreto-Lei nß 73, de 21 de novembro de 1966, 4ß do Decreto-Lei nß 261, de 28 de fevereiro de 1967, 1ß da Lei nß 9.477, de 24 de julho de 1997, 9ß da Lei Complementar nß 109, de 29 de maio de 2001, e 17 da Lei Complementar nß 126, de 15 de janeiro de 2007, ;;;;;
;Resoluá∆o CMN;dez/19;Resoluá∆o 4.770/19;Altera disposiá‰es da Resoluá∆o nß 4.192, de 1ß de maráo de 2013, que disp‰e sobre a metodologia para apuraá∆o do Patrimìnio de Referància (PR).;Contabilidade;N∆o;N∆o;"N∆o*
Altera norma aplic†vel";;N∆o;Aplic†vel apenas para as SCDs classificadas como S2, S3 ou S4, o que inicialmente deve ser pouco prov†vel.     ;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 19 de dezembro de 2019, com base no art. 4ß, incisos VIII e XI, da referida Lei, no art. 20, ı 1ß, da Lei nß 4.864, de 29 de novembro de 1965, nos arts. 7ß e 23, al°nea ?a?, da Lei nß 6.099, de 12 de setembro de 1974, e nos arts. 1ß, ı 1ß, e 12 da Lei Complementar nß 130, de 17 de abril de 2009,;;;;;
;Resoluá∆o CMN;dez/19;Resoluá∆o 4.771/19;Disp‰e sobre procedimentos para autorizaá∆o e cancelamento de autorizaá∆o de dÇbitos em conta de dep¢sitos e em conta-sal†rio.;DÇbito em Conta;REVOGADA;REVOGADA;REVOGADA;REVOGADA;REVOGADA;"Para SCD: Aplic†vel apenas para SCDs que operem com moeda eltrìnica.

Aplic†veis as disposiá‰es de conta de pagamento.

As instituiá‰es devem indicar ao Banco Central do Brasil diretor respons†vel pelo cumprimento das obrigaá‰es previstas, que pode desempenhar outras funá‰es na instituiá∆o, desde que n∆o haja conflito de interesses.

Os documentos comprobat¢rios da autorizaá∆o de dÇbitos, inclusive de sua autenticidade e do seu eventual cancelamento, bem como a declaraá∆o de que trata o par†grafo £nico do art. 9ß da presente Resoluá∆o 4.771, devem ser mantidos Ö disposiá∆o do Banco Central do Brasil por, no m°nimo, cinco anos, contados a partir do tÇrmino do prazo da autorizaá∆o.

Normas Revogadas: os arts. 3ß e 4ß da Resoluá∆o 3.695, de 26/03/2009 e o art. 2ß da Resoluá∆o 4.649, de 28/03/2018.";O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 19 de dezembro de 2019, com base nos arts. 3ß, inciso V, 4ß, inciso VIII, e 37 da referida Lei,;;;;;
;Resoluá∆o CMN;dez/19;Resoluá∆o 4.772/19;Promove ajustes nas regras para autorizaá∆o de captaá∆o de poupanáa rural por cooperativas de crÇdito e disciplina o cumprimento da exigibilidade de aplicaá∆o em crÇdito rural de que trata a Seá∆o 4 do Cap°tulo 6 do Manual de CrÇdito Rural (MCR).;CrÇdito Rural;N∆o;N∆o;N∆o;N∆o;N∆o;Trata de crÇdito rural, produto n∆o ofertado. ;O Banco Central do Brasil, na forma do art. 9ß da Lei nß 4.595, de 31 de dezembro de 1964, torna p£blico que o Conselho Monet†rio Nacional, em sess∆o realizada em 19 de dezembro de 2019, tendo em vista as disposiá‰es do art. 4ß, incisos VI e VIII, da referida Lei, dos arts. 4ß e 21 da Lei nß 4.829, de 5 de novembro de 1965, do art. 81, inciso III, da Lei nß 8.171, de 17 de janeiro de 1991, e do art. 12, inciso III, da Lei Complementar nß 130, de 17 de abril de 2009,;;;;;
;Carta Circular BCB;dez/19;Carta Circular 3.993/19;Cria rubrica cont†bil, inclui e exclui atributos de rubricas cont†beis no Plano Cont†bil das Instituiá‰es do Sistema Financeiro Nacional.;Contabilidade;Sim;Sim;Sim;;Sim;"Verificar com contabilidade.

Resoluá∆o nß 4.282, de 4 de novembro de 2013, e nas Circulares ns. 3.680, 3.681, de 4 de novembro de 2013, e 3.833, de 17 de maio de 2017.

Mavi: Chequei com a MK a qual se posicionou dizendo:
Entendemos aplic†vel Ös Instituiá‰es de pagamento  ( Cria rubrica cont†bil, inclui e exclui atributos de rubricas cont†beis no Plano Cont†bil das Instituiá‰es do Sistema Financeiro Nacional - Inclui o atributo Y - Instituiá‰es de Pagamento)
Aplic†vel tambÇm Ös SCD, em virtude das rubricas contidas no art. 3¯.";"O Chefe do Departamento de Regulaá∆o do Sistema Financeiro (Denor), no uso da atribuiá∆o que lhe confere o art. 23, inciso I, al°nea ""a"", do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, com base no item 4 da Circular nß 1.540, de 6 de outubro de 1989, e tendo em vista o disposto no art. 2ß-A da Resoluá∆o nß 4.222, de 23 de maio de 2013, na Resoluá∆o nß 4.693, de 29 de outubro de 2018, e na Circular nß 3.833, de 17 de maio de 2017,";;;;;
;Carta Circular BCB;dez/19;Carta Circular 3.994/19;Cria, altera e exclui rubricas cont†beis no Plano Cont†bil das Instituiá‰es do Sistema Financeiro Nacional para registro dos ativos n∆o financeiros mantidos para venda.;Contabilidade;Sim;Sim;Sim;;Sim;"Verificar com contabilidade.
R£bricas cont†beis de IF.

Mavi: Chequei com a MK a qual se posicionou dizendo: 
Entendemos aplic†vel Ös SCD e IPs (Cria, altera e exclui rubricas cont†beis no Plano Cont†bil das Instituiá‰es do Sistema Financeiro Nacional para registro dos ativos n∆o financeiros mantidos para venda).";"O Chefe do Departamento de Regulaá∆o do Sistema Financeiro (Denor), no uso da atribuiá∆o que lhe confere o art. 23, inciso I, al°nea ""a"", do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, com base no item 4 da Circular nß 1.540, de 6 de outubro de 1989, e no art. 9ß da Resoluá∆o nß 4.747, de 29 de agosto de 2019,";;;;;
;Carta Circular BCB;dez/19;Carta Circular 3.995/19;Altera o Leiaute e as Instruá‰es de preenchimento do documento de c¢digo 2061 - Demonstrativo de Limites Operacionais (DLO), de que tratam a Circular nß 3.398, de 23 de julho de 2008, e a Carta Circular nß 3.663, de 27 de junho de 2014.;Contabilidade;N∆o;N∆o;N∆o*;;N∆o;"Para SCD: Aplic†vel apenas para SCDs enquadr†veis no segmento S1 a S4.

- O Documento 2061 se destina Ö apresentaá∆o de informaá‰es de conglomerados prudenciais e de instituiá‰es individuais n∆o-vinculadas a conglomerados, exceto sociedades de crÇdito ao microempreendedor e Ö empresa de pequeno porte.
- Quando se tratar de conglomerados prudenciais as informaá‰es dever∆o estar devidamente consolidadas. 
MK: Entendemos aplic†vel Ös SCD que forem enquadr†veis nos Segmentos S1 a S4 de que trata a Resoluá∆o 4553.";O Chefe do Departamento de Monitoramento do Sistema Financeiro (Desig), substituto, no uso da atribuiá∆o que lhe confere o art. 23, inciso I, al°nea ?a?, do Regimento Interno do Banco Central do Brasil, anexo Ö Portaria nß 84.287, de 27 de fevereiro de 2015, com base no art. 77, inciso III, do referido Regimento, e tendo em vista o disposto nas Resoluá‰es ns. 4.192 e 4.193, ambas de 1ß de maráo de 2013, e 4.279, de 31 de outubro de 2013, e nas Circulares ns. 3.398, de 23 de julho de 2008, 3.644, de 4 de maráo de 2013, e 3.692, de 16 de dezembro de 2013,;;;;;
